2762	0	15106
2762	1	5476
2762	1	8179
2762	2	4393
144	1	8706
3396	0	10106
3396	1	9537
3396	1	6299
2762	1	6641
3396	3	11820
144	4	14814
2762	5	12738
144	0	10289
3396	0	13973
2762	1	9624
2762	6	15284
144	7	14421
2762	1	7784
3396	1	7456
2762	1	9790
2762	1	5987
144	1	6641
3396	1	5879
144	0	10850
144	1	5545
3396	2	12036
2762	1	5972
3396	0	10904
3396	1	8310
2762	1	7976
3396	8	11707
144	1	9173
3396	1	5937
144	0	13052
3396	9	10203
3396	1	5136
144	0	11970
3396	0	14709
3396	0	13237
2762	1	6722
2762	10	15284
144	1	5997
2762	7	11841
2762	11	12824
3396	0	11999
2762	1	7833
2762	1	9819
144	0	11757
3396	0	12036
2762	1	9290
3396	1	6311
3396	4	12474
144	11	10850
2762	12	14635
3396	0	10839
3396	0	4567
2762	9	4195
2762	0	4691
3396	0	11155
144	10	11122
2762	1	5612
3396	1	8269
144	1	6752
2762	1	5406
2762	1	9551
2762	1	5937
144	0	13218
2762	13	12824
3396	0	11803
2762	1	7739
3396	0	10260
3396	1	8266
3396	1	9952
144	1	5541
3396	1	8477
3396	1	5062
2762	0	11449
2762	8	14827
144	1	5937
2762	1	6996
144	1	7391
3396	1	8666
3396	14	10203
2762	1	5985
2762	1	9876
2762	1	9530
3396	15	11707
3396	1	9886
2762	1	9015
144	6	14433
3396	4	13603
144	1	5999
3396	1	5964
2762	2	11151
2762	2	12429
2762	4	11841
2762	1	6037
2762	12	14930
144	13	10850
3396	1	5955
3396	1	8959
3396	1	5134
2762	1	5434
144	1	8309
3396	0	10712
2762	1	5945
2762	1	6867
3396	0	12842
3396	1	8342
2762	14	4195
3396	1	5993
3396	6	4330
3396	0	4343
2762	1	8363
2762	1	7092
144	1	6823
3396	1	6641
3396	1	9743
2762	12	4393
3396	1	9321
3396	1	6267
2762	1	6051
2762	3	12824
2762	15	14827
3396	13	11820
3396	1	5064
3396	0	10479
144	2	10850
3396	0	13995
3396	0	13479
3396	1	8703
2762	12	11566
2762	1	5435
2762	0	13459
3396	0	4763
3396	1	9873
2762	1	5611
144	1	9811
3396	0	14864
144	1	5543
3396	1	5041
2762	1	8723
3396	0	13603
3396	0	13063
2762	1	8724
2762	1	7526
144	3	10850
3396	1	6751
3396	1	7818
144	1	5955
2762	1	6995
3396	1	5070
144	1	5438
2919	1	9339
2919	11	10592
531	16	13768
466	1	9051
3052	2	14362
531	10	15306
3052	17	14362
1201	8	15109
466	7	4407
3052	13	12505
2890	0	11280
1201	1	8082
2890	11	10548
531	1	5844
3052	7	11591
2890	0	11656
531	18	13768
531	19	4772
2919	1	8018
531	17	15087
1201	1	7945
1201	1	9355
2890	1	5377
466	1	7084
3052	1	7009
2890	1	6745
531	1	8283
2890	12	15242
2890	1	9932
3052	1	6743
466	13	12026
1201	0	12749
2890	1	9997
3052	6	12718
466	1	6016
1201	1	5017
3052	0	4426
531	0	4188
1201	0	4082
2890	1	6054
3052	1	8434
2890	1	7374
3052	0	4699
2890	1	5894
466	15	12219
3052	1	6571
531	2	15087
531	1	7299
466	1	7913
2890	6	15302
1201	11	12796
2890	7	4779
2890	0	11857
3052	0	14298
2890	1	5611
3052	0	12701
2919	1	7717
3052	1	8179
2919	0	13427
2919	1	8674
1201	1	9950
2919	11	13700
3052	1	9975
2890	1	7922
2919	0	12705
3052	1	6641
2890	1	5606
3052	1	5606
2890	1	6774
2890	1	6149
3052	1	8723
531	1	5917
2919	1	6976
2919	14	15401
3052	1	9429
2890	0	14629
531	11	4772
3052	1	9678
3052	1	5993
2890	1	9976
531	13	4026
2890	1	6160
531	16	15186
1201	1	9776
531	20	4188
2919	18	4344
2890	10	15302
2890	1	6869
2919	1	9338
1201	15	15109
3052	1	7967
531	18	15186
3052	1	8341
1201	17	4078
531	1	9997
531	21	4164
1201	6	15183
2890	1	7089
2919	11	10206
2919	1	9930
2890	1	6641
531	0	12422
2919	1	8286
2890	1	6162
2890	1	8603
3052	3	12505
1201	1	9649
2890	13	10548
531	4	15466
1201	1	9014
1201	11	14444
2919	2	11448
2890	12	4336
2919	17	11448
3052	1	9237
3052	1	9974
466	0	15203
2890	1	8288
531	6	15306
466	0	4618
3052	15	14144
1201	0	12906
531	17	11181
3052	1	5853
3052	0	11901
1201	1	7639
466	3	12026
2890	10	14028
2919	13	13700
2890	0	10250
531	16	15187
3052	1	7297
531	1	5891
466	1	8288
3052	1	8998
2890	11	12222
466	4	4407
2890	1	5352
466	1	5754
531	18	15187
2890	1	7755
2890	1	8684
531	15	14175
3052	1	6137
466	6	3957
531	3	4026
3052	12	15237
2919	0	14503
531	20	12422
3052	0	11899
466	1	5515
2890	15	13377
466	1	6641
1201	1	8827
1201	0	10256
466	1	5973
1201	22	13448
531	0	12848
2919	1	8753
1201	6	13793
2890	0	14348
2919	0	13064
3052	1	7512
531	2	11181
466	1	6530
2919	1	7588
1201	1	7725
2919	9	15401
1201	0	10886
3052	8	14067
3052	1	6794
1201	0	4081
2890	1	8172
2890	3	10548
3052	1	5926
1201	13	14444
531	1	8075
3052	1	9670
531	17	11190
2919	0	4494
531	1	5409
3052	1	6404
1201	0	12632
2890	21	15242
1201	1	8669
2919	1	6860
2919	1	8146
2919	1	6723
2890	1	8454
2890	23	12222
1201	0	12763
2919	15	14253
3052	1	7878
466	1	9507
531	15	12009
466	1	7468
531	7	15466
1201	4	10962
3052	14	14362
531	1	7192
531	20	12848
2890	1	9259
1201	0	13832
2919	1	8789
466	1	5423
3052	1	5937
2919	1	5250
3052	1	6436
2919	1	9833
2890	1	6003
3052	1	6003
2919	1	6936
3052	0	10182
531	2	11190
1201	1	8583
1201	1	9932
466	0	12751
3052	1	8725
2890	0	12941
2890	8	13377
531	0	11553
531	1	8573
3052	24	15307
2919	1	6170
1201	0	4045
466	1	8961
3052	11	12505
2890	1	5612
2919	4	13041
3052	1	5612
1201	14	13418
2919	3	13700
1201	1	5016
531	1	6969
2919	1	5252
531	1	8437
1201	1	9101
466	1	6020
2890	1	5937
1201	3	14444
3052	4	11591
2919	0	13161
3052	0	4067
2919	1	9701
531	1	6292
531	1	6299
531	8	14175
3052	1	5398
1201	7	10962
1201	1	9356
3052	1	5359
3052	1	5436
1201	0	12803
2919	8	14253
2919	6	13089
531	1	5514
2890	0	13431
2890	1	5846
3052	1	5444
466	0	10134
531	20	11553
1201	2	4078
1201	1	8342
466	1	5510
3052	14	12505
531	12	4164
2919	1	6641
3052	10	12718
531	1	5937
2890	1	7085
1201	1	6599
2890	1	6175
2890	1	5947
3052	1	8702
2890	1	6057
466	8	12219
2890	1	8982
2890	2	10124
2890	17	10124
531	1	6307
531	1	8863
2919	1	7153
2919	1	6160
466	0	13947
2890	1	8586
1201	0	4277
466	1	5937
2890	4	4779
1201	1	5830
1201	0	4276
1201	14	11016
2890	1	7084
531	8	12009
2919	6	15185
3052	0	13016
3052	1	9676
1201	25	10228
2890	21	4336
1201	1	8733
1201	0	10967
466	1	8410
2890	1	8303
2890	1	6156
1201	11	4024
2890	2	13577
2890	0	13305
2890	17	13577
3052	24	13928
2919	7	13041
2469	1	8142
2105	1	8186
2105	1	7057
3160	0	13070
2395	1	5937
2395	0	13011
2105	6	15284
3160	1	6867
2469	1	7403
3160	0	11902
2105	1	8763
3160	1	5917
3160	4	12262
3160	0	15075
2808	15	12413
2105	1	7120
2808	1	8586
2808	1	7628
2808	1	9971
2105	1	5737
2105	15	10245
2808	1	7084
2395	7	12932
2105	0	13458
2469	0	13402
3160	1	8666
3160	13	13599
2469	1	5844
3160	1	9056
2395	12	15331
2395	1	8476
2105	10	15284
2105	1	7123
2395	13	15331
2808	0	4135
2395	1	5469
2808	1	5445
2469	0	4394
3160	1	6828
2808	13	14183
3160	0	13719
2395	1	7739
2105	1	9205
2105	14	11827
2395	12	15137
2105	1	10021
2808	1	9685
2395	0	4631
2469	1	8166
2395	1	7693
2395	1	9922
2105	1	9985
2469	12	13878
3160	1	5611
2469	1	6000
2395	1	8644
2469	9	4392
2105	2	14424
2105	0	4674
3160	1	8545
2469	1	5289
2105	1	10047
2808	1	9475
2808	1	8205
2105	1	5937
2808	0	11918
2105	8	10245
3160	2	13599
3160	1	6957
3160	11	13599
2395	17	13591
3160	0	11980
2395	1	8014
2808	1	9933
2469	1	9933
2105	1	6850
3160	1	6641
2469	8	12298
2808	1	6377
2395	1	6043
2469	0	10069
2105	1	9702
2469	1	7125
2105	1	5739
2395	26	13492
2808	1	9959
2469	0	12431
3160	17	10434
2808	11	14000
2469	12	4164
2469	7	12123
2469	1	6412
2105	1	8806
2395	0	14452
2395	0	11903
