2762	0	17529
2762	1	7058
2762	2	5317
2762	2	7017
2762	3	18655
3396	2	9010
2762	1	8684
2762	2	9652
2762	4	5958
2762	2	5269
144	1	9041
3396	5	16950
2762	3	5003
3396	2	9656
2762	2	5958
3396	0	9772
3396	1	7605
3396	2	17895
2762	1	7745
2762	3	4157
2762	3	5068
3396	3	4112
3396	2	12888
3396	2	5560
3396	2	10594
3396	2	11550
3396	5	16632
2762	2	7869
144	2	7415
3396	0	15394
3396	5	17035
3396	3	4168
3396	5	17123
144	2	10041
3396	2	11911
3396	2	9678
2762	1	9534
144	3	5064
2762	6	17897
3396	2	15475
2762	1	8394
3396	2	14192
2762	2	14187
2762	1	9612
2762	1	7403
3396	3	5023
2762	3	19293
3396	2	7371
3396	2	9198
3396	5	16622
3396	2	16325
3396	3	4176
2762	2	17896
3396	2	15809
3396	2	6781
3396	2	15712
3396	2	13319
2762	3	4349
3396	2	9843
144	1	7745
144	2	15882
3396	2	10899
3396	2	17286
3396	1	7303
144	0	10826
3396	2	17347
2762	2	7363
3396	2	11368
3396	2	12464
144	1	7111
3396	2	5333
3396	4	12506
2762	1	7388
3396	2	8785
3396	2	7380
2762	2	11523
3396	2	12506
2762	2	5560
3396	2	12973
3396	2	14656
2762	2	14843
3396	2	7409
3396	0	10899
3396	1	8760
3396	2	17354
2762	5	16795
2762	1	8530
3396	7	12135
2762	5	16932
2762	2	11209
2762	3	4168
144	5	17016
3396	2	9841
3396	3	4167
3396	2	14631
2762	2	5264
3396	2	13309
144	1	9312
2762	5	16693
2762	3	5011
2762	5	17123
2762	2	11914
3396	2	3671
2762	2	8800
3396	1	7355
144	5	16909
2762	2	7018
3396	2	10812
3396	2	6215
2762	2	13315
2762	2	8035
3396	2	16389
144	2	8759
3396	2	14159
3396	2	10761
144	2	7838
3396	8	9905
2762	2	7167
3396	2	7745
3396	2	13654
3396	1	6783
3396	2	9591
2762	2	15712
3396	2	9383
2762	2	6424
144	2	12052
3396	2	5268
3396	2	7580
2762	2	7463
3396	2	11216
144	2	10452
2762	2	17895
3396	5	16995
3396	0	16389
3396	2	17891
3396	5	16947
2762	3	4112
3396	0	14159
2762	2	17897
144	3	19319
3396	2	6460
2762	2	9055
2762	1	7773
3396	3	4188
2762	9	17897
144	2	14135
144	1	7413
3396	3	4432
3396	3	4521
2762	10	12275
2762	11	13590
144	3	19299
3396	0	12464
3396	2	17255
2762	1	8426
3396	5	16901
2762	1	9627
3396	5	16915
3396	2	5993
3396	2	9038
3396	2	6488
2762	3	4167
2762	2	7965
3396	2	11610
3396	0	12506
2762	1	9369
3396	2	5656
3396	1	7617
3396	2	9651
3396	2	5287
144	11	10826
2762	3	4176
2762	2	5266
2762	2	7058
3396	2	12239
2762	2	8684
3396	2	17294
2762	12	16279
3396	3	4405
3396	2	10000
3396	5	16782
144	2	9622
3396	2	6185
3396	5	16942
3396	0	10812
3396	0	6215
3396	2	5319
2762	2	14951
2762	2	7745
144	2	7109
3396	5	16920
2762	2	16278
2762	2	11715
2762	5	16955
3396	2	6722
3396	5	16660
2762	8	5621
144	5	17123
3396	2	16046
2762	2	9056
2762	5	16620
2762	5	16995
3396	2	13306
3396	5	17052
144	3	18656
2762	0	6424
2762	5	17038
2762	2	5341
3396	0	11216
3396	3	4129
144	9	11173
144	2	12064
2762	2	8394
2762	3	4188
2762	1	7168
3396	2	11117
144	2	16476
3396	1	8732
2762	2	9940
3396	2	9922
